time_seconds,PM3,PM4,PM5,PM6,PM7,PM8,CC8,CC9,CC10,PA1,SA1,CR1
5.890000000e+00,-1.003284769e-06,7.696004615e-06,-7.916075459e-06,-1.037077610e-05,1.083023780e-06,-2.522190268e-06,8.416850160e-06,-3.628232615e-06,-7.918640986e-06,-6.824290109e-06,-5.921222961e-06,3.465753209e-07
5.900000000e+00,4.571926318e-06,4.376542740e-06,-5.418673504e-06,-4.176383664e-07,-3.391636327e-06,3.552527667e-06,-1.486593792e-06,-2.715179852e-06,3.063433683e-06,-5.002085696e-06,5.577580200e-06,1.793262403e-06
5.910000000e+00,5.075795504e-06,3.952357883e-06,1.065874942e-05,1.004776135e-05,-1.076748527e-06,-4.513069509e-06,1.299625433e-06,7.313213417e-06,1.444779566e-05,4.314813470e-06,7.153715357e-06,1.541731554e-06
5.920000000e+00,1.004175893e-05,1.310839305e-05,3.612770125e-06,7.609221675e-06,2.870209063e-07,1.192872017e-07,7.135959363e-06,1.160493745e-05,1.317676916e-05,-5.951327040e-06,3.480232016e-06,8.994285041e-06
5.930000000e+00,3.536536933e-06,-1.447776740e-05,3.025456828e-06,-2.117736420e-06,9.515217240e-06,-3.536772959e-06,8.361459276e-06,-8.756159076e-06,1.754926108e-06,1.170280063e-05,-3.506205631e-06,-3.174024930e-06
5.940000000e+00,-6.243627286e-06,8.931496652e-06,-1.638110946e-05,-6.684911577e-06,-1.413427955e-05,-8.685034843e-06,1.009248907e-05,9.491043795e-06,4.875283426e-07,1.369900067e-06,-6.954488106e-06,5.583976605e-06
5.950000000e+00,-7.696825822e-06,-2.743334503e-06,-6.803070088e-06,6.494717311e-07,3.916530776e-07,-9.122412806e-06,-2.747022372e-06,3.427608819e-07,-6.426439188e-06,-6.279578508e-06,3.534056449e-06,-3.231430068e-06
5.960000000e+00,-1.805401208e-05,-2.024684512e-06,-5.503310495e-06,-9.420353290e-06,-1.131498711e-05,-1.831419393e-06,2.602334867e-07,-5.488435257e-06,-5.956134331e-06,-5.958526909e-06,-9.327012209e-06,-1.826018492e-05
5.970000000e+00,-1.178090293e-05,-7.700663616e-07,3.472023939e-06,4.776128419e-06,-2.786848144e-06,1.225967254e-06,-1.050492608e-05,-1.703889090e-05,-9.332483288e-06,-1.038290275e-05,1.878728313e-06,-8.912798092e-06
5.980000000e+00,-1.693690636e-05,-6.264147846e-06,-6.785510998e-06,-1.128312687e-05,4.620404037e-06,5.902838485e-07,-4.946008563e-06,-7.187685445e-06,-2.215164905e-05,3.146615623e-06,-1.196601650e-05,-7.208088884e-06
5.990000000e+00,8.165106688e-07,-2.280425700e-05,-3.178122229e-06,-1.128099615e-06,-4.121438399e-07,-5.597873167e-06,-4.270617435e-06,1.493375131e-05,-7.916895648e-07,-3.336235905e-07,-1.641350418e-05,6.256257783e-06
6.000000000e+00,-3.020495889e-06,9.300756867e-06,9.484809144e-07,-1.058604051e-05,5.629423950e-06,-1.158161006e-07,6.720794346e-06,1.094234783e-05,-4.386398804e-06,3.661934873e-06,4.285447287e-06,1.135727748e-05
6.010000000e+00,3.125901540e-06,-2.414663453e-06,1.756862790e-06,-7.834347355e-06,6.919177212e-06,9.799341930e-06,-6.049972532e-06,6.908879436e-06,-2.410387574e-07,2.023597444e-06,-2.562272847e-06,-1.129330063e-06
6.020000000e+00,2.205780940e-06,2.123183908e-06,-7.880978388e-06,1.537718619e-05,-2.727248072e-07,1.364463641e-05,-1.274727659e-08,3.695085986e-06,1.190488854e-05,1.683494010e-06,6.285381383e-06,1.433070644e-05
6.030000000e+00,3.860938038e-06,4.198926896e-06,4.470788380e-06,2.602642154e-06,1.684749195e-05,1.067234014e-05,2.301586580e-06,1.058844288e-05,2.665166584e-06,-2.883177061e-06,1.447191915e-05,5.847812679e-06
6.040000000e+00,3.488242219e-06,5.732923553e-06,1.511242955e-05,4.659265977e-06,-4.285585880e-06,9.066318154e-06,9.055158652e-06,-1.223756598e-06,-9.027610121e-07,1.153792788e-05,7.356698489e-06,1.401892061e-05
6.050000000e+00,6.211515420e-06,-9.157292089e-06,1.126780925e-06,-3.627146068e-06,2.924544053e-06,-2.086859701e-07,1.937677529e-06,8.926554736e-06,5.054710025e-06,-3.073787245e-06,-4.292539984e-06,1.891228326e-06
6.060000000e+00,1.093184131e-05,-3.132493287e-06,-1.228644534e-05,-3.934769223e-06,1.546401888e-05,6.852861239e-06,1.347223161e-06,1.393208508e-05,3.522314363e-06,-3.951678859e-06,4.746202391e-06,1.691226235e-06
6.070000000e+00,-1.181685415e-06,-1.045850420e-05,-6.482810918e-06,-1.107442806e-06,-5.971093465e-06,-9.798003827e-06,-5.634466017e-07,1.149921011e-05,-1.168396615e-05,-6.683776323e-08,5.847769195e-06,-6.938346253e-06
6.080000000e+00,7.971808072e-06,-1.337362796e-05,-1.021187119e-05,3.564586690e-06,-2.483547832e-06,1.037249909e-05,-5.828693182e-06,-2.197156379e-06,1.963098040e-06,2.490916510e-05,3.168638038e-07,8.409649757e-06
6.090000000e+00,-4.003594869e-07,-1.983628648e-06,-1.504129865e-05,-2.853906755e-06,-1.147515940e-05,-1.017693622e-05,-5.867699062e-06,1.813798836e-06,1.566296447e-06,-7.014680307e-06,-1.090793453e-05,5.991683527e-06
6.100000000e+00,4.556356285e-07,7.016344760e-06,-3.611494797e-06,-1.743050931e-06,-1.600788192e-05,-3.238357263e-06,-9.905583988e-06,-1.695089819e-07,2.760390022e-06,9.888191592e-07,-3.369594903e-06,-4.457935404e-06
6.110000000e+00,-1.403964886e-06,2.368243510e-06,-5.229473474e-07,2.190520840e-06,3.503749401e-06,-1.519918564e-06,-5.391870455e-06,-1.611889491e-07,5.008658848e-06,9.602721514e-06,3.542656624e-07,1.150397779e-05
6.120000000e+00,8.368076699e-06,-5.390591994e-06,1.083048792e-05,1.177400280e-05,3.255544959e-06,1.106345755e-05,2.510656488e-06,-3.265018022e-06,-2.518756846e-06,5.913147219e-06,6.233666701e-06,-6.113785818e-06
6.130000000e+00,5.487597421e-06,7.168942191e-06,2.593225512e-06,1.605785720e-07,1.423711249e-05,-2.576870844e-06,-3.600658337e-06,5.895925159e-06,6.760674865e-06,1.834203715e-05,-2.847890812e-06,4.439471737e-06
6.140000000e+00,8.081619821e-06,1.208032880e-05,1.312798756e-05,1.454263952e-05,1.733213983e-05,1.163561437e-05,2.884811997e-06,5.997414106e-06,1.088943231e-05,1.800741787e-06,4.236396339e-06,1.298957224e-05
6.150000000e+00,5.556751911e-09,1.186376743e-05,7.069673744e-06,1.403815945e-05,-9.393704857e-06,3.855772067e-06,6.780621013e-06,-2.799217349e-06,6.476196133e-06,-2.744474234e-06,8.422068715e-06,1.519522723e-05
6.160000000e+00,-4.152537032e-06,8.629617812e-06,2.985817409e-06,-5.443630550e-06,4.172398775e-06,-2.010188400e-07,1.551134475e-05,4.598218042e-06,-1.469062725e-06,9.579215027e-07,4.405016643e-06,-4.587667585e-06
6.170000000e+00,-9.159646831e-06,-4.501493707e-06,-7.607975125e-06,4.001227855e-06,3.219347317e-06,3.495873231e-06,-1.107126774e-05,2.480327110e-06,-3.736216501e-06,-4.745969713e-06,8.322743601e-06,3.588922875e-06
6.180000000e+00,3.145226940e-06,-6.636111822e-06,2.701739866e-06,-1.836856438e-05,-1.209344238e-05,-3.843298674e-07,-9.581145949e-06,1.320619302e-07,-1.294139830e-06,-3.468154679e-07,7.141244883e-06,7.391992184e-06
6.190000000e+00,-1.587434773e-05,4.052969943e-06,-1.360135290e-05,-8.507216769e-06,1.101249626e-06,-1.194086344e-05,-2.094203896e-05,-2.912860480e-06,-1.626251674e-05,-6.651311306e-06,-8.671616524e-06,-1.472891937e-05
6.200000000e+00,-8.459491064e-06,-1.073068175e-05,-3.280364731e-07,-2.336210470e-06,5.569861847e-06,-1.456102849e-05,-6.735875085e-06,1.696494205e-06,-7.599896419e-08,-1.826920112e-06,-1.127006159e-05,-1.051393288e-05
6.210000000e+00,-8.558259305e-06,8.087122465e-07,-5.958861471e-06,-5.167008894e-06,-9.541380968e-06,-1.715294927e-05,9.655094389e-07,-2.081859795e-05,-1.121224784e-06,9.101648299e-06,1.181495249e-05,-3.719352509e-06
6.220000000e+00,-1.385815740e-05,-1.770526902e-05,1.971413111e-06,-1.326373333e-05,2.622586573e-07,-5.857507945e-07,4.548651984e-06,-1.129427131e-05,-3.316081337e-06,-3.710234024e-06,7.072853244e-06,-8.536256998e-06
6.230000000e+00,-4.548129854e-06,-5.357201373e-07,-5.753953576e-07,2.949247566e-06,2.654987566e-06,-4.593354185e-06,7.270601434e-07,-9.028797891e-06,-6.075163953e-06,-3.972051795e-06,-1.774715339e-06,-2.083394623e-06
6.240000000e+00,1.039060872e-05,-2.138906018e-06,-1.044560364e-05,6.611922942e-06,7.751651517e-06,-5.222750026e-06,-6.833275385e-06,7.687948069e-06,4.440320991e-06,-5.829274268e-06,1.300748101e-05,2.049723592e-06
6.250000000e+00,7.538761066e-07,3.081367042e-06,-2.923258351e-06,3.771246795e-06,4.360284911e-06,1.729267235e-06,5.134912955e-06,-5.584187226e-06,7.628884953e-06,7.527756256e-06,7.229189531e-06,-6.998185728e-06
6.260000000e+00,9.965045105e-06,8.006861000e-06,8.212666692e-07,-4.272006147e-06,8.132266250e-06,-4.141867194e-06,1.587252355e-05,-2.338443641e-06,1.012004670e-05,-7.662290298e-06,5.536523360e-06,8.807164495e-06
6.270000000e+00,-8.733408152e-06,1.610539714e-06,7.525442185e-06,3.165318393e-07,-1.191397691e-06,1.034421830e-05,8.901023724e-07,4.745245979e-06,2.097598353e-06,-5.512515875e-06,-1.392710139e-05,-8.684419188e-06
6.280000000e+00,1.165910700e-07,-1.320941234e-06,2.677515297e-08,-8.053757905e-06,-1.165827705e-05,8.224300589e-06,-1.209281992e-06,-5.296330210e-06,9.235679067e-06,-5.701154794e-06,-1.011759864e-05,4.324452848e-06
6.290000000e+00,-1.585248341e-05,-3.844804360e-06,-1.712012919e-05,-9.607735038e-06,-1.029480231e-05,-1.386543506e-05,-1.040681891e-05,2.753409067e-06,4.498429706e-07,8.304663584e-06,-7.914075617e-06,-7.358708221e-06
6.300000000e+00,-2.808390986e-05,-1.145216647e-05,-6.257050027e-06,-1.237914942e-05,-1.269989439e-05,-1.086242358e-06,-3.867682859e-06,-9.659523567e-06,-1.012788887e-05,-1.218842990e-05,9.929296803e-07,-6.732306135e-06
6.310000000e+00,-9.065851718e-06,7.986067731e-06,3.642633477e-06,-1.273202663e-05,-1.080710259e-05,-1.614188713e-05,6.879654768e-06,5.586905146e-06,-1.634147712e-05,-3.820458745e-06,8.250172818e-06,1.857907113e-06
6.320000000e+00,-1.020617545e-05,-5.655466237e-06,1.479432889e-06,-1.097881493e-05,1.013032356e-05,-5.984480844e-07,-1.323773944e-05,-7.801376087e-06,-2.483017703e-06,-1.210752028e-05,3.615200278e-06,-4.468732056e-06
6.330000000e+00,1.225620190e-06,-1.474972534e-07,3.727981866e-06,-1.047046475e-05,4.548821539e-06,-5.948245052e-06,2.342937250e-07,-6.413881672e-06,3.766121333e-06,1.137952962e-05,1.705696995e-06,6.075505108e-06
6.340000000e+00,8.507379887e-06,-2.325736356e-06,-2.568773466e-06,5.768622184e-06,8.046747586e-07,-4.006378522e-06,-2.672366061e-06,-1.291986954e-05,3.936884097e-06,-6.296952050e-06,-4.247598246e-06,1.052450057e-05
6.350000000e+00,6.100131562e-06,6.730260187e-06,3.434651859e-07,1.256453115e-05,-4.210612359e-06,7.174329263e-06,3.321320756e-06,-1.659770321e-06,8.435403505e-06,1.425771838e-06,8.564816501e-06,4.755769808e-06
6.360000000e+00,7.748673592e-06,8.072382980e-06,7.225541280e-06,8.761175486e-06,1.329045145e-05,7.452486472e-06,-5.710628378e-06,5.439768624e-06,2.219629807e-05,-3.603926647e-06,1.811502087e-06,4.373021440e-06
6.370000000e+00,-7.308073679e-07,1.878837752e-06,6.865773614e-06,1.436098296e-06,9.584156014e-09,-2.325748153e-06,-6.109068484e-06,4.838705112e-06,4.682559009e-06,-8.518582686e-06,3.009263742e-06,2.075081538e-06
6.380000000e+00,2.582285686e-06,8.305031701e-06,2.689591690e-06,8.431510145e-06,8.293378050e-06,1.853962210e-05,-1.377696607e-05,1.005097414e-05,5.470602600e-06,1.100385804e-05,-3.489663147e-06,-1.600895616e-06
6.390000000e+00,1.100136312e-05,2.355666016e-06,-1.285733527e-06,-5.212280632e-07,-3.991519027e-06,3.033165075e-06,1.983750703e-05,-3.193259425e-06,1.558279308e-06,-3.840644460e-06,1.608321484e-06,1.409395259e-05
6.400000000e+00,-3.783788979e-06,3.336105296e-06,-7.675179454e-06,-2.482122708e-06,5.924920154e-06,1.161706743e-05,5.515043518e-06,1.028458215e-05,-1.589022169e-05,-1.032707286e-05,1.147288721e-05,-8.159526493e-07
6.410000000e+00,1.376755044e-05,-1.118428280e-05,6.372822901e-06,1.357316771e-05,-3.799269848e-06,5.202364179e-06,-1.172386580e-05,-8.733987266e-06,-6.414926754e-06,-8.084115689e-06,-1.055131923e-05,1.244533821e-06
6.420000000e+00,-7.625275165e-06,-8.087481847e-07,-9.211882829e-06,1.633671227e-05,5.511855719e-07,-7.935521923e-06,-4.951456014e-06,6.223452017e-07,-5.559775536e-06,-5.444846184e-07,-6.525902922e-06,7.409946057e-06
6.430000000e+00,-2.005131845e-06,-3.297621335e-06,6.477817479e-06,-2.483952658e-07,-9.569280623e-06,3.039478984e-06,6.626172500e-06,-5.875592471e-06,1.072025981e-06,4.691462881e-06,6.847480692e-06,-4.870094325e-06
6.440000000e+00,-5.321342790e-06,-2.389603065e-06,-1.544893338e-05,4.748191910e-06,-4.671871375e-07,1.355831461e-06,3.399439978e-06,-2.811705759e-06,1.125368126e-06,3.878635361e-06,-3.486219656e-06,1.500916689e-05
6.450000000e+00,7.135969841e-06,4.097303266e-06,1.192093736e-05,1.303973950e-05,1.054665039e-05,4.838559524e-06,-2.602950153e-06,5.269828960e-06,-1.351998686e-06,-3.081734652e-06,8.532221561e-06,-2.714659857e-06
6.460000000e+00,-2.740909257e-06,1.243581027e-05,1.846781826e-06,1.443346736e-05,1.087382174e-05,6.781597722e-06,3.971453295e-06,1.050794590e-05,4.633591971e-06,-3.294832616e-06,2.129122163e-05,1.409292614e-05
6.470000000e+00,3.153500968e-06,2.048326668e-06,1.269317194e-05,-4.768975967e-06,1.420307425e-05,-1.462754984e-05,6.201658543e-06,8.957814824e-06,6.418476623e-06,7.131763331e-06,-7.097658672e-06,4.014836825e-06
6.480000000e+00,1.165479591e-05,1.430644953e-05,7.154003527e-06,3.294509578e-06,8.701546939e-06,1.907353464e-06,7.941517532e-06,5.374468000e-06,-5.423861304e-07,4.543787469e-06,6.744665126e-06,2.444139532e-07
6.490000000e+00,2.725242484e-06,7.143494918e-06,-5.830629561e-06,4.472615110e-06,4.041998648e-06,5.703872859e-06,7.767749678e-06,1.353437560e-06,7.418390167e-06,1.026875743e-05,9.845603982e-06,9.329823602e-06
6.500000000e+00,-9.553895790e-06,1.428304366e-05,1.114940326e-06,-1.039450095e-06,5.560025824e-07,-6.844177870e-06,-7.635043729e-07,1.951546386e-06,1.370711410e-05,-2.122327357e-05,-3.617187359e-06,-7.237897815e-06
6.510000000e+00,-3.720883075e-06,-6.596540746e-06,5.139392669e-06,-2.328028395e-06,-2.018052864e-07,6.527396059e-06,-1.118067878e-05,3.629476486e-07,-1.484460319e-05,-6.376228051e-06,-8.933709569e-06,-9.353826602e-06
6.520000000e+00,-9.551416903e-06,-2.188617373e-05,-1.095043584e-06,5.785952205e-06,-5.779150212e-06,-1.116204296e-05,-3.599123781e-06,-6.205366580e-06,-1.009570833e-05,-3.751592768e-06,-2.457386846e-05,-2.930575220e-06
6.530000000e+00,3.208021510e-06,-2.821298201e-06,-7.277547624e-06,-9.955590847e-06,-2.434017060e-05,-1.768179631e-05,-4.038606977e-06,-1.191252435e-05,2.795280626e-08,-9.141283142e-07,-6.715083915e-06,-1.214257244e-05
6.540000000e+00,-1.981642540e-05,-4.894322553e-06,-4.470821639e-06,-2.708371948e-06,-6.104222343e-06,-4.048607249e-06,-1.226924342e-05,-5.643430199e-08,5.575078685e-07,-1.528622547e-05,-1.203442364e-05,-3.056359224e-06
6.550000000e+00,-3.790650850e-06,-1.878172550e-06,-4.827792542e-06,-3.996301619e-06,-1.080246943e-05,-1.356373395e-05,-6.522896852e-06,-2.669949608e-06,3.823974467e-06,-4.721280466e-07,-3.961987240e-06,-1.245373895e-06
6.560000000e+00,1.078902247e-06,-8.071537192e-06,4.288173260e-06,-3.563662863e-06,3.620971345e-07,9.800270857e-07,3.276424751e-06,6.675785722e-06,8.415088075e-06,5.085524054e-07,-8.938942337e-06,-7.667242259e-06
6.570000000e+00,-6.984189951e-06,-1.808125907e-06,1.013370335e-05,-9.941743125e-06,-4.206855511e-06,1.173246470e-05,-1.004238530e-05,7.777874401e-06,-8.784888130e-07,-9.611675350e-06,1.831599878e-05,8.229762354e-06
6.580000000e+00,-6.397336243e-06,2.569164012e-06,1.194476450e-05,1.994125734e-06,3.050107397e-06,3.461708818e-06,5.853207658e-06,-5.126396108e-07,8.327765117e-06,-1.072878850e-06,5.026163314e-06,2.408047486e-06
6.590000000e+00,1.024775514e-05,3.595115409e-06,4.332961180e-06,9.276089946e-06,1.045564168e-05,-2.446746522e-06,-2.568846906e-06,8.624243509e-06,1.066366700e-05,2.832232089e-06,3.447860545e-06,8.340400871e-06
6.600000000e+00,-9.101775903e-06,2.077932239e-06,1.309965852e-05,-5.361948688e-06,1.324605008e-05,-5.901289826e-06,1.174176716e-05,-2.801606364e-06,-1.007458084e-05,1.211274163e-05,1.064409015e-05,-4.322091737e-06
6.610000000e+00,-8.158599358e-06,-9.404758629e-06,-9.691466529e-06,4.090058117e-07,-8.868260246e-06,4.308224416e-06,-9.659639158e-06,-1.292952646e-05,-8.743786851e-06,-1.353969313e-05,5.104012094e-06,-5.978278338e-06
6.620000000e+00,-1.498672397e-06,6.567936702e-06,-1.305976931e-05,-1.012134547e-05,1.791447949e-06,-6.619106927e-06,-1.276609360e-06,-1.478728587e-06,1.021413748e-05,-1.672691755e-05,-7.782128489e-06,-1.117106562e-05
6.630000000e+00,4.307889807e-06,-5.054185777e-06,-6.814715613e-07,-8.721081476e-06,2.731051601e-07,-2.051598055e-05,-1.170020454e-05,-1.666154622e-05,-8.716099631e-06,-1.984439912e-05,-1.297726290e-05,1.416478267e-07
6.640000000e+00,-1.600553504e-05,1.098133294e-07,-1.928620874e-06,-7.170057532e-06,-7.915798911e-06,-2.629251221e-06,-1.399300261e-05,-3.874825698e-06,-1.320360062e-05,-2.237536680e-06,-1.483178539e-05,-1.019875156e-05
6.650000000e+00,-4.318347272e-06,-1.116690533e-06,-1.645566298e-06,-4.186982081e-06,-8.734019028e-06,-2.204175135e-06,-6.142232735e-06,-7.881878645e-06,-5.472517941e-07,6.437269864e-06,5.402969471e-06,-6.403851665e-06
6.660000000e+00,5.115180598e-06,-7.129904851e-07,6.857707039e-06,1.819335393e-06,-4.169364163e-07,-7.782025286e-06,-1.745408760e-05,8.965047303e-06,4.169987414e-06,6.031886742e-06,-9.644253817e-06,-1.091578291e-05
6.670000000e+00,-3.374443064e-06,1.134016098e-06,-4.889746095e-06,8.933562897e-07,1.195875719e-06,1.278428562e-05,8.468927189e-06,-1.045301208e-05,-5.119384435e-06,3.877064118e-07,-5.002077715e-06,-9.449036688e-06
6.680000000e+00,8.918228188e-06,1.466432180e-05,7.744270652e-06,3.948477898e-06,-1.043520948e-06,2.760951540e-06,9.857784029e-06,7.420005270e-06,-4.827601617e-06,8.542755442e-06,-1.652059488e-06,-9.108739146e-06
6.690000000e+00,6.978164602e-06,3.352769670e-06,5.098530865e-06,2.189237598e-06,8.465883406e-07,1.206177744e-05,1.299898245e-06,-6.430377903e-06,6.565891021e-06,-2.841078515e-06,4.732797582e-06,9.370948073e-06
6.700000000e+00,9.173532856e-06,1.601386110e-05,2.585867239e-06,9.207868937e-06,3.446140563e-06,4.027898894e-06,1.518976386e-05,2.156635782e-05,1.495552358e-05,1.936006680e-06,1.851491813e-05,2.333015480e-06
6.710000000e+00,2.787862624e-07,7.997645396e-06,5.668676694e-06,5.631246991e-07,7.281782760e-06,1.176538646e-05,1.653215819e-06,2.698531335e-06,-6.052952553e-07,7.488884861e-06,1.175396969e-05,8.305563559e-06
6.720000000e+00,4.971945023e-06,5.027518069e-06,-5.902365077e-06,3.698147790e-06,-8.008818871e-06,-1.557200956e-05,2.126096782e-05,-2.798785158e-06,4.141389007e-06,1.299354345e-05,3.156475315e-06,4.804405897e-06
6.730000000e+00,1.237770395e-05,-3.057071739e-06,4.604013354e-06,8.381917557e-06,-1.208402591e-07,-9.113027758e-06,4.993672806e-06,1.036139288e-05,3.389187624e-06,-9.521115822e-06,2.482988485e-06,2.279867622e-06
6.740000000e+00,-3.056884839e-06,-6.622107713e-06,2.062066949e-06,-6.589446838e-07,-4.496356004e-06,-8.795575685e-06,-1.160233978e-05,6.797325976e-06,2.100254949e-06,2.025505745e-05,-1.251748409e-05,-4.264116465e-06
6.750000000e+00,1.465755911e-05,-3.998247782e-06,2.923687226e-06,-2.490769696e-06,1.911192815e-06,-2.278616284e-06,5.438668030e-06,1.080974411e-05,5.782235646e-07,9.885043032e-06,-1.115572921e-05,9.627020491e-06
6.760000000e+00,-7.602498462e-06,-1.242557490e-06,4.057187553e-06,3.285892682e-06,-1.021039885e-06,-3.541559679e-06,-2.115973577e-05,-2.711603514e-06,-1.456409111e-05,2.766661163e-06,-7.601984260e-06,1.028595791e-06
6.770000000e+00,-2.171665503e-06,4.694904850e-06,-7.717841817e-06,1.338390819e-06,1.147394531e-05,3.185007093e-06,9.418503816e-06,-5.196907816e-06,-1.340556791e-06,2.785829160e-06,6.383940646e-06,-2.951635633e-06
6.780000000e+00,1.227699609e-05,9.936973615e-07,3.402420270e-06,1.173440854e-05,1.329328434e-05,7.952071621e-06,5.041744553e-06,-6.367669602e-06,-1.689449053e-06,7.166685524e-06,2.808717805e-06,-5.630317316e-06
6.790000000e+00,3.415944709e-06,1.634610784e-05,-1.497155285e-06,9.363377747e-06,1.037940267e-05,-1.371599293e-06,1.792431622e-05,7.544281508e-06,1.469058511e-05,-2.923353527e-06,8.233462501e-06,-4.073487684e-06
6.800000000e+00,1.199679613e-05,-4.859563936e-06,-5.427680962e-06,-4.389049657e-07,1.264958478e-05,-1.676449821e-06,-5.936534006e-06,4.347188874e-06,-6.780699518e-06,5.725486164e-06,1.227030417e-05,1.910394315e-05
6.810000000e+00,1.557044566e-06,9.124507737e-06,2.517716975e-06,1.204673907e-05,-7.925655151e-06,-4.381512498e-06,-3.794872808e-07,7.012916170e-08,-8.381727301e-06,3.874809588e-06,1.059674876e-05,9.894311025e-06
6.820000000e+00,4.198342285e-06,1.378652177e-05,-3.104642878e-06,5.665077796e-06,1.808330496e-06,1.177183295e-05,5.788992169e-06,1.808592727e-06,1.208197757e-07,4.379203991e-08,6.000034271e-07,-2.406006894e-06
6.830000000e+00,2.358777874e-06,4.842685974e-06,5.184796523e-06,-8.725036136e-06,4.906666291e-06,8.538823239e-10,-2.861925714e-06,8.517452611e-06,-3.745592793e-06,7.059653552e-06,9.684702455e-06,-3.774364043e-06
6.840000000e+00,5.929775285e-06,-1.475048576e-05,-1.091572423e-05,-4.706347567e-06,-1.022552058e-05,-5.695023893e-08,1.187591238e-06,5.852378112e-06,-3.432304560e-06,-6.149316590e-06,-8.334608138e-06,3.837633778e-06
6.850000000e+00,-1.242082039e-05,-6.225997391e-06,8.901018260e-08,-2.052494345e-05,-4.601658954e-06,-7.324699815e-06,-1.928641222e-07,3.530248941e-06,-5.285404341e-07,-8.008543155e-06,-1.419405693e-05,5.320962452e-07
6.860000000e+00,-1.168478631e-05,9.448447840e-06,-1.156510521e-05,-4.842800067e-06,-1.315158504e-05,-1.710392743e-05,-8.660278869e-06,-2.192734085e-05,-1.839571317e-05,5.899481747e-06,-1.243149057e-05,-1.067606129e-05
6.870000000e+00,8.370380139e-06,-1.096185514e-05,-4.023075805e-06,-1.814633752e-05,-1.012010384e-05,-1.882983165e-05,-1.559986182e-05,-1.529140182e-05,-6.292781756e-06,2.577922800e-07,-2.283205581e-05,-6.297627070e-06
6.880000000e+00,-8.678352184e-07,-1.169885135e-05,-8.465905473e-06,-1.089268478e-05,4.885103747e-06,-2.955880603e-06,-1.058159450e-06,-1.343825623e-05,-3.741781721e-06,-8.552088058e-06,-7.590704710e-06,-1.588668230e-05
6.890000000e+00,-2.083609730e-05,-3.207040609e-06,-8.081627542e-06,-1.569541488e-06,-1.182473533e-05,-7.309690231e-06,-3.108669303e-06,5.296552908e-06,-2.734399837e-06,2.299283174e-06,-1.110875361e-05,7.871445209e-07
6.900000000e+00,4.688597304e-06,2.129128836e-06,8.609378477e-06,-2.520409283e-06,1.782701267e-06,7.007788132e-06,7.585679187e-06,-4.905838629e-07,1.382524006e-06,-1.054358333e-05,9.263144035e-06,-8.165057281e-07
6.910000000e+00,-1.334317557e-06,-1.022040373e-07,7.121130165e-06,9.633164076e-06,4.085503729e-06,4.379416259e-06,-2.913538259e-06,3.697839374e-06,6.892527353e-06,-7.535180302e-06,-9.920953189e-06,-7.706361061e-06
6.920000000e+00,4.519926568e-06,1.507392892e-05,-7.350622328e-06,8.798263146e-06,-2.521501187e-06,1.023731959e-08,-1.264993779e-05,1.035117278e-05,-6.569439067e-06,-3.752526715e-06,-1.901315838e-06,9.336069869e-06
6.930000000e+00,4.966634203e-06,-1.146410492e-05,7.755575278e-06,-1.680433239e-06,-1.193932248e-05,1.796879103e-06,6.489314149e-06,-1.457805710e-05,-8.355135673e-08,1.072027044e-05,-5.330997871e-06,3.740535482e-06
6.940000000e+00,1.696749783e-06,1.795805458e-06,3.005980290e-06,1.454897518e-05,-7.117291340e-06,-3.142442185e-06,2.257681242e-06,-6.612504943e-06,-4.579204354e-06,-3.179896688e-06,-1.696741726e-05,5.538461487e-06
6.950000000e+00,2.245211497e-06,-7.485105078e-06,-7.253509849e-06,2.867950758e-06,-3.787435405e-06,-5.360367991e-06,-8.088534165e-06,-1.320386876e-05,-1.551688772e-05,2.528222356e-07,-3.396086552e-06,7.733115148e-06
6.960000000e+00,1.480660001e-06,-5.065909417e-06,1.311512174e-05,-5.779992717e-06,-9.762834076e-06,-8.812167607e-06,-2.886676429e-07,-1.201793245e-05,-6.738272103e-06,-9.386513872e-06,-5.050520155e-06,-5.905142625e-06
6.970000000e+00,7.821924583e-06,-6.171091160e-06,-2.871035194e-06,3.453190410e-06,1.118280889e-05,-1.430247416e-05,-1.611816836e-05,-1.067952360e-05,5.209819307e-06,-1.646736663e-05,-3.305336624e-06,-6.071270703e-06
6.980000000e+00,-1.111770398e-05,-1.351789970e-05,1.792515542e-06,-5.472053872e-07,2.555008878e-06,-1.330625666e-05,4.508897473e-06,-7.230689121e-06,-4.992561951e-06,-1.118837039e-05,3.423828852e-06,-1.414713520e-05
6.990000000e+00,2.929363778e-06,-3.966756735e-06,-1.480783357e-06,-9.573054306e-06,-7.675624212e-06,2.117715189e-06,-3.755877012e-06,-2.213362585e-06,-5.047096845e-06,-9.893646160e-07,-5.660776933e-06,-9.923428630e-06
7.000000000e+00,-6.890251037e-06,-1.012277681e-06,-5.048813923e-06,-1.254668847e-06,9.241909948e-06,-9.918496540e-06,-5.672484632e-06,-1.151395635e-05,-7.279050814e-06,4.991191031e-06,-9.215182250e-06,1.442379092e-05
7.010000000e+00,9.885240219e-06,6.416061901e-06,-8.139314458e-06,-1.009285708e-05,-6.548303292e-06,5.111607929e-06,-3.615447659e-06,5.984033404e-06,-2.700819827e-06,-5.192798291e-06,6.340761988e-06,8.654084620e-06
